person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate
22,68000,MORTGAGE,6.0,EDUCATION,D,20000,0,0.29,true,4,16.77
22,21000,RENT,7.0,EDUCATION,D,8000,1,0.38,true,2,16.77
22,70550,RENT,6.0,MEDICAL,D,15000,1,0.18,true,2,16.77
22,43000,RENT,3.0,MEDICAL,D,10000,1,0.23,false,2,16.77
22,32400,RENT,3.0,VENTURE,D,2400,0,0.07,true,3,16.77
22,47000,RENT,5.0,MEDICAL,D,20000,1,0.43,false,3,16.77
22,55000,MORTGAGE,5.0,EDUCATION,D,11100,0,0.2,false,2,16.77
22,40000,RENT,6.0,PERSONAL,D,13225,1,0.33,true,2,16.77
22,21000,RENT,7.0,DEBTCONSOLIDATION,D,8000,1,0.38,true,4,16.77
22,58650,RENT,6.0,MEDICAL,D,16800,1,0.24,false,2,16.77
22,39000,RENT,5.0,PERSONAL,D,9600,1,0.25,true,2,16.77
22,53000,MORTGAGE,6.0,VENTURE,E,8000,0,0.15,false,4,16.82
22,34500,RENT,2.0,MEDICAL,D,5000,1,0.14,false,3,16.89
22,34800,RENT,6.0,DEBTCONSOLIDATION,D,2000,1,0.06,true,4,16.89
22,41838,RENT,0.0,PERSONAL,D,6600,1,0.16,false,3,16.89
22,26000,RENT,5.0,PERSONAL,D,11200,1,0.43,false,3,16.89
22,41838,RENT,0.0,MEDICAL,D,6600,1,0.16,false,3,16.89
22,21600,RENT,1.0,DEBTCONSOLIDATION,D,2000,1,0.09,false,2,16.89
22,73000,MORTGAGE,7.0,VENTURE,D,12000,0,0.16,true,2,16.89
22,21120,MORTGAGE,3.0,DEBTCONSOLIDATION,D,1625,1,0.08,true,3,16.89
22,34500,RENT,2.0,DEBTCONSOLIDATION,D,5000,1,0.14,true,2,16.89
22,60350,MORTGAGE,6.0,MEDICAL,D,35000,1,0.49,false,3,16.89
22,65004,RENT,4.0,VENTURE,E,15000,0,0.23,false,3,16.95
22,19200,RENT,0.0,DEBTCONSOLIDATION,E,3000,1,0.16,true,2,17.008409090909119
22,54400,RENT,2.0,MEDICAL,E,7000,1,0.11,true,2,17.008409090909119
22,19200,RENT,0.0,HOMEIMPROVEMENT,E,3000,1,0.16,true,3,17.008409090909119
22,55555,RENT,7.0,EDUCATION,E,12000,0,0.22,false,4,17.008409090909119
22,14400,RENT,2.0,PERSONAL,E,2500,1,0.17,false,2,17.008409090909119
22,30000,RENT,,VENTURE,E,8000,1,0.27,false,3,17.008409090909119
22,45000,RENT,1.0,VENTURE,E,10000,1,0.22,false,2,17.008409090909119
22,65000,RENT,3.0,EDUCATION,E,13000,0,0.2,true,4,17.008409090909119
22,33000,RENT,0.0,DEBTCONSOLIDATION,E,5500,1,0.17,true,3,17.008409090909119
22,34560,RENT,1.0,MEDICAL,E,2100,1,0.06,false,3,17.04
22,42000,RENT,7.0,DEBTCONSOLIDATION,E,7500,1,0.18,false,2,17.04
22,48000,RENT,7.0,VENTURE,E,7500,0,0.16,true,2,17.04
22,66000,RENT,6.0,DEBTCONSOLIDATION,E,11750,1,0.18,false,2,17.14
22,57175,RENT,6.0,HOMEIMPROVEMENT,F,16000,1,0.28,false,4,17.15
22,57175,RENT,6.0,EDUCATION,F,16000,1,0.28,true,2,17.15
22,72000,RENT,6.0,VENTURE,E,15000,0,0.21,false,2,17.19
22,42500,RENT,0.0,MEDICAL,E,1500,1,0.04,true,4,17.19
22,72000,RENT,6.0,EDUCATION,E,15000,0,0.21,false,4,17.19
22,52650,MORTGAGE,1.0,DEBTCONSOLIDATION,F,19200,1,0.36,false,4,17.26
22,36000,RENT,3.0,EDUCATION,D,9600,1,0.27,true,4,17.27
22,57336,RENT,6.0,MEDICAL,D,16000,1,0.28,false,3,17.27
22,54000,RENT,6.0,DEBTCONSOLIDATION,D,5000,1,0.09,true,2,17.27
22,72000,RENT,5.0,PERSONAL,D,10000,0,0.14,false,2,17.27
22,38004,MORTGAGE,7.0,DEBTCONSOLIDATION,D,3600,1,0.09,false,4,17.27
22,53000,MORTGAGE,6.0,EDUCATION,E,10000,0,0.19,false,3,17.39
22,30000,RENT,6.0,MEDICAL,E,5000,1,0.17,false,2,17.43
22,64000,OWN,6.0,EDUCATION,D,15000,0,0.23,true,4,17.49
22,39600,RENT,4.0,DEBTCONSOLIDATION,D,3600,1,0.09,true,3,17.49
22,51012,RENT,1.0,PERSONAL,D,20000,1,0.39,true,4,17.49
22,37000,RENT,2.0,HOMEIMPROVEMENT,D,2500,1,0.07,false,3,17.49
22,41340,RENT,6.0,VENTURE,D,14000,1,0.34,false,3,17.49
22,52800,OWN,5.0,EDUCATION,D,4800,0,0.09,true,3,17.49
22,78400,MORTGAGE,2.0,VENTURE,D,5000,0,0.06,true,3,17.49
22,27996,RENT,1.0,VENTURE,E,5000,1,0.18,false,4,17.51
22,49000,RENT,2.0,MEDICAL,E,24000,1,0.49,false,4,17.56
22,59000,RENT,2.0,DEBTCONSOLIDATION,F,12000,1,0.2,false,4,17.58
22,65000,RENT,4.0,EDUCATION,D,34000,1,0.52,false,4,17.58
22,40000,RENT,6.0,EDUCATION,D,7200,0,0.18,true,2,17.58
22,52800,RENT,3.0,PERSONAL,D,7000,0,0.13,false,3,17.58
22,66000,OWN,6.0,DEBTCONSOLIDATION,D,7500,0,0.11,true,4,17.58
22,50000,RENT,6.0,EDUCATION,D,11400,0,0.23,true,4,17.58
22,30000,RENT,2.0,MEDICAL,F,7000,1,0.23,false,2,17.58
22,59813,MORTGAGE,6.0,MEDICAL,E,20000,1,0.28,false,3,17.74
22,45000,RENT,3.0,PERSONAL,E,10000,0,0.22,true,2,17.93
22,15600,RENT,5.0,VENTURE,E,3200,1,0.21,false,4,17.93
22,30000,RENT,2.0,EDUCATION,E,5300,1,0.18,true,4,17.99
22,66614,MORTGAGE,6.0,MEDICAL,E,11000,1,0.14,true,2,17.99
22,78369,MORTGAGE,6.0,DEBTCONSOLIDATION,E,11000,1,0.14,false,3,17.99
22,48000,RENT,7.0,DEBTCONSOLIDATION,E,10000,1,0.21,true,4,17.99
22,106000,MORTGAGE,5.0,EDUCATION,F,25000,0,0.24,false,3,18.09
22,35000,RENT,2.0,MEDICAL,F,7000,1,0.2,true,2,18.09
22,88000,MORTGAGE,6.0,DEBTCONSOLIDATION,F,25000,1,0.28,false,2,18.09
22,39000,MORTGAGE,1.0,VENTURE,F,5000,1,0.13,true,4,18.21
22,73700,RENT,3.0,EDUCATION,F,8800,0,0.12,true,3,18.21
22,33600,OWN,1.0,DEBTCONSOLIDATION,D,5000,0,0.15,false,2,18.25
22,73000,RENT,0.0,PERSONAL,D,10000,1,0.14,true,2,18.25
22,33600,OWN,1.0,MEDICAL,D,5000,0,0.15,false,2,18.25
22,52000,RENT,3.0,MEDICAL,D,12750,1,0.25,false,4,18.25
22,30000,RENT,3.0,MEDICAL,D,5000,1,0.17,false,2,18.25
22,34000,RENT,4.0,MEDICAL,D,3800,1,0.11,true,3,18.25
22,34000,RENT,4.0,MEDICAL,D,3800,1,0.11,true,4,18.25
22,54000,RENT,7.0,MEDICAL,F,2000,1,0.04,true,4,18.3
22,84500,RENT,6.0,PERSONAL,F,25000,0,0.3,false,4,18.3
22,48000,RENT,1.0,EDUCATION,E,30000,1,0.63,false,2,18.39
22,66300,RENT,4.0,MEDICAL,E,8000,1,0.1,false,4,18.39
22,80000,RENT,3.0,VENTURE,E,8000,0,0.1,true,3,18.39
22,55082,RENT,6.0,MEDICAL,F,12000,1,0.19,true,3,18.60915887850469
22,66000,RENT,1.0,EDUCATION,F,22000,1,0.33,false,2,18.60915887850469
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,1,0.24,true,2,18.60915887850469
22,45630,RENT,0.0,EDUCATION,E,2500,1,0.05,false,2,18.64
22,18000,RENT,0.0,HOMEIMPROVEMENT,E,1500,1,0.08,false,2,18.64
22,45630,RENT,0.0,VENTURE,E,2500,1,0.05,true,4,18.64
22,44400,RENT,2.0,PERSONAL,E,10800,1,0.24,false,3,18.79
22,24000,RENT,0.0,EDUCATION,E,1500,1,0.06,true,3,18.79
22,40000,RENT,3.0,PERSONAL,E,7200,0,0.18,false,3,18.79
22,24000,RENT,0.0,PERSONAL,E,1500,1,0.06,true,4,18.79
22,102240,RENT,6.0,PERSONAL,E,5000,0,0.05,false,3,19.03
22,68250,RENT,4.0,EDUCATION,F,6000,0,0.09,true,3,19.13
22,34800,RENT,7.0,VENTURE,G,9600,1,0.28,true,4,19.16
22,34800,RENT,7.0,PERSONAL,G,9600,1,0.28,true,2,19.16
22,34560,RENT,2.0,HOMEIMPROVEMENT,E,1200,1,0.03,false,2,19.29
22,34560,RENT,2.0,MEDICAL,E,1200,1,0.03,false,4,19.29
22,30000,RENT,0.0,DEBTCONSOLIDATION,E,6000,1,0.2,true,4,19.39
22,53774,MORTGAGE,6.0,DEBTCONSOLIDATION,E,8600,1,0.16,false,2,19.42
22,31000,RENT,3.0,VENTURE,E,10000,1,0.32,true,2,19.42
22,30288,OWN,0.0,EDUCATION,F,5000,1,0.17,true,3,19.47
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,1,0.22,true,2,19.69
22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,1,0.22,true,4,19.69
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,1,0.29,false,3,19.69
22,14400,RENT,0.0,HOMEIMPROVEMENT,E,4400,1,0.31,false,4,19.91
22,37000,RENT,2.0,DEBTCONSOLIDATION,E,3000,1,0.08,false,2,20.3
22,74000,MORTGAGE,0.0,VENTURE,G,19000,1,0.26,true,2,20.48
22,38000,RENT,2.0,DEBTCONSOLIDATION,F,6400,1,0.17,false,3,20.62
22,35000,MORTGAGE,,VENTURE,F,5000,0,0.14,true,2,21.36
22,23000,RENT,1.0,MEDICAL,F,2800,1,0.12,false,4,21.74
23,59000,MORTGAGE,7.0,VENTURE,A,2000,0,0.03,false,2,5.42
23,36000,OWN,,VENTURE,A,5500,0,0.15,false,3,5.42
23,84000,MORTGAGE,5.0,PERSONAL,A,4200,0,0.05,false,4,5.42
23,35000,OWN,2.0,VENTURE,A,5500,0,0.16,false,2,5.42
23,49000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9600,0,0.2,false,3,5.42
23,96060,MORTGAGE,7.0,MEDICAL,A,10000,0,0.1,false,2,5.42
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3850,0,0.07,false,2,5.42
23,59000,MORTGAGE,5.0,EDUCATION,A,13000,0,0.22,false,4,5.42
23,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3500,0,0.05,false,2,5.42
23,45000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,0,0.16,false,3,5.42
23,159996,MORTGAGE,2.0,PERSONAL,A,12000,0,0.08,false,4,5.42
23,90000,MORTGAGE,1.0,EDUCATION,A,4000,0,0.04,false,3,5.42
23,42000,RENT,4.0,PERSONAL,A,10000,0,0.24,false,3,5.42
23,49000,MORTGAGE,5.0,EDUCATION,A,3500,0,0.07,false,2,5.42
23,42870,RENT,7.0,MEDICAL,A,2000,0,0.05,false,3,5.42
23,129600,OWN,7.0,PERSONAL,A,13500,0,0.1,false,2,5.42
23,159996,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,0,0.08,false,4,5.42
23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,1400,0,0.03,false,4,5.42
23,55000,RENT,1.0,MEDICAL,A,8000,0,0.15,false,4,5.42
23,80000,MORTGAGE,3.0,VENTURE,A,5500,0,0.07,false,2,5.42
23,56700,MORTGAGE,7.0,EDUCATION,A,12000,0,0.21,false,2,5.42
23,51000,OWN,7.0,PERSONAL,A,6000,0,0.12,false,4,5.42
23,42179,MORTGAGE,1.0,EDUCATION,A,10000,0,0.24,false,4,5.42
23,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5600,0,0.05,false,3,5.42
23,140000,MORTGAGE,4.0,PERSONAL,A,12000,0,0.09,false,3,5.42
23,79200,MORTGAGE,7.0,EDUCATION,A,5000,0,0.06,false,3,5.42
23,62000,RENT,2.0,MEDICAL,A,4200,0,0.07,false,3,5.42
23,130000,MORTGAGE,,MEDICAL,A,6000,0,0.05,false,2,5.42
23,42000,OWN,0.0,PERSONAL,A,6000,0,0.14,false,2,5.42
23,94940,MORTGAGE,4.0,VENTURE,A,2000,0,0.02,false,3,5.42
23,85000,MORTGAGE,2.0,EDUCATION,A,5000,0,0.06,false,2,5.42
23,60000,MORTGAGE,7.0,PERSONAL,A,3800,0,0.06,false,3,5.42
23,54000,MORTGAGE,7.0,PERSONAL,A,2000,0,0.04,false,2,5.42
23,66000,MORTGAGE,,PERSONAL,A,10000,0,0.15,false,3,5.42
23,65000,RENT,2.0,VENTURE,A,5000,0,0.08,false,2,5.42
23,33000,RENT,1.0,MEDICAL,A,10000,0,0.3,false,3,5.42
23,57600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,0,0.07,false,2,5.42
23,165000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,0,0.03,false,3,5.42
23,45992,MORTGAGE,7.0,VENTURE,A,10000,0,0.22,false,3,5.42
23,50205,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5300,0,0.11,false,4,5.42
23,75000,MORTGAGE,5.0,VENTURE,A,6400,0,0.09,false,3,5.42
23,62000,MORTGAGE,2.0,VENTURE,A,5000,0,0.08,false,3,5.42
23,130000,MORTGAGE,,MEDICAL,A,6000,0,0.05,false,4,5.42
23,24000,RENT,4.0,EDUCATION,A,6000,0,0.25,false,4,5.42
23,28800,RENT,0.0,EDUCATION,A,4000,0,0.14,false,2,5.42
23,48000,OWN,7.0,MEDICAL,A,2500,0,0.05,false,3,5.42
23,35000,MORTGAGE,7.0,EDUCATION,A,2100,0,0.06,false,3,5.42
23,70000,RENT,1.0,VENTURE,A,3500,0,0.05,false,2,5.42
23,92000,RENT,2.0,EDUCATION,A,4000,0,0.04,false,2,5.42
23,51000,OWN,7.0,VENTURE,A,6000,0,0.12,false,2,5.42
23,40000,MORTGAGE,3.0,MEDICAL,A,5000,0,0.13,false,3,5.42
23,35000,MORTGAGE,7.0,VENTURE,A,2100,0,0.06,false,2,5.42
23,70000,RENT,1.0,EDUCATION,A,3500,0,0.05,false,3,5.42
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3750,0,0.03,false,3,5.42
23,70000,MORTGAGE,7.0,PERSONAL,A,13000,0,0.19,false,3,5.42
23,96000,MORTGAGE,7.0,EDUCATION,A,4000,0,0.04,false,2,5.42
23,48000,RENT,3.0,MEDICAL,A,4800,0,0.1,false,3,5.42
23,44000,MORTGAGE,,MEDICAL,A,6000,0,0.14,false,4,5.42
23,39520,RENT,8.0,PERSONAL,A,11000,0,0.28,false,2,5.42
23,48000,RENT,1.0,VENTURE,A,4325,0,0.09,false,4,5.42
23,83199,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14400,0,0.17,false,3,5.42
23,56700,MORTGAGE,7.0,VENTURE,A,12000,0,0.21,false,2,5.42
23,35352,MORTGAGE,,EDUCATION,A,6500,0,0.18,false,2,5.42
23,46450,MORTGAGE,6.0,EDUCATION,A,10000,0,0.22,false,2,5.42
23,70000,MORTGAGE,7.0,EDUCATION,A,13000,0,0.19,false,3,5.42
23,90000,MORTGAGE,2.0,EDUCATION,A,5000,0,0.06,false,4,5.42
23,36000,OWN,,EDUCATION,A,5500,0,0.15,false,2,5.42
23,46000,MORTGAGE,1.0,VENTURE,A,3000,0,0.07,false,3,5.42
23,80000,RENT,6.0,PERSONAL,A,5000,0,0.06,false,2,5.42
23,120000,MORTGAGE,7.0,EDUCATION,A,12000,0,0.1,false,3,5.42
23,50000,RENT,1.0,MEDICAL,A,4000,0,0.08,false,2,5.42
23,36000,MORTGAGE,7.0,PERSONAL,A,7200,0,0.2,false,2,5.42
23,91392,RENT,7.0,DEBTCONSOLIDATION,A,12000,0,0.13,false,3,5.42
23,42000,MORTGAGE,7.0,VENTURE,A,8000,0,0.19,false,3,5.42
23,54000,MORTGAGE,8.0,VENTURE,A,3000,0,0.06,false,2,5.42
23,68000,MORTGAGE,7.0,PERSONAL,A,12000,0,0.18,false,4,5.42
23,120000,MORTGAGE,7.0,MEDICAL,A,8500,0,0.07,false,4,5.42
23,40000,OWN,,VENTURE,A,7500,0,0.19,false,2,5.42
23,79100,MORTGAGE,4.0,VENTURE,A,3300,0,0.04,false,3,5.42
23,60000,MORTGAGE,6.0,VENTURE,A,10000,0,0.17,false,4,5.42
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,0,0.07,false,3,5.42
23,121000,MORTGAGE,4.0,PERSONAL,A,3600,0,0.03,false,4,5.79
23,113000,MORTGAGE,7.0,EDUCATION,A,8000,0,0.07,false,2,5.79
23,42000,RENT,2.0,VENTURE,A,4000,0,0.1,false,4,5.79
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,0,0.12,false,3,5.79
23,67000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9250,0,0.14,false,2,5.79
23,88000,RENT,7.0,PERSONAL,A,9600,0,0.11,false,3,5.79
23,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3800,0,0.13,false,3,5.79
23,65000,RENT,3.0,PERSONAL,A,10000,0,0.15,false,3,5.79
23,77004,MORTGAGE,6.0,MEDICAL,A,12000,0,0.16,false,3,5.79
23,22800,MORTGAGE,3.0,PERSONAL,A,4800,0,0.21,false,2,5.79
23,46932,OWN,,EDUCATION,A,7000,0,0.15,false,3,5.79
23,90000,OWN,7.0,MEDICAL,A,8500,0,0.09,false,4,5.79
23,96000,MORTGAGE,2.0,PERSONAL,A,7000,0,0.07,false,3,5.79
23,130000,MORTGAGE,7.0,EDUCATION,A,5000,0,0.04,false,4,5.79
23,40000,RENT,3.0,EDUCATION,A,6000,0,0.15,false,4,5.79
23,78000,RENT,7.0,DEBTCONSOLIDATION,A,10000,0,0.13,false,3,5.79
23,71000,MORTGAGE,7.0,VENTURE,A,8500,0,0.12,false,2,5.79
23,75000,RENT,3.0,VENTURE,A,2000,0,0.03,false,3,5.79
23,55000,RENT,7.0,EDUCATION,A,10000,0,0.18,false,3,5.79
23,50000,RENT,4.0,DEBTCONSOLIDATION,A,6000,0,0.12,false,2,5.79
23,53004,MORTGAGE,7.0,PERSONAL,A,10000,0,0.19,false,3,5.79
23,62000,RENT,8.0,DEBTCONSOLIDATION,A,12000,0,0.19,false,2,5.79
23,63600,MORTGAGE,7.0,VENTURE,A,2475,0,0.04,false,3,5.79
23,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,0,0.05,false,3,5.79
23,140000,MORTGAGE,0.0,EDUCATION,A,3500,0,0.03,false,3,5.79
23,85000,MORTGAGE,7.0,EDUCATION,A,4000,0,0.05,false,3,5.79
23,45000,RENT,2.0,PERSONAL,A,12000,0,0.27,false,3,5.79
23,46932,OWN,,EDUCATION,A,7000,0,0.15,false,4,5.79
23,45378,MORTGAGE,7.0,PERSONAL,A,6000,0,0.13,false,2,5.79
23,145000,MORTGAGE,0.0,EDUCATION,A,14400,0,0.1,false,4,5.79
23,48000,RENT,4.0,MEDICAL,A,7500,0,0.16,false,4,5.79
23,33600,OWN,,VENTURE,A,4000,0,0.12,false,4,5.79
23,24000,OWN,0.0,PERSONAL,A,8000,0,0.33,false,3,5.79
23,100000,MORTGAGE,0.0,MEDICAL,A,17000,0,0.17,false,4,5.79
23,74000,RENT,7.0,EDUCATION,A,6000,0,0.08,false,3,5.79
23,35000,RENT,1.0,EDUCATION,A,10000,0,0.29,false,2,5.79
23,30000,RENT,0.0,MEDICAL,A,3000,0,0.1,false,3,5.79
23,57600,MORTGAGE,7.0,PERSONAL,A,5000,0,0.09,false,3,5.79
23,60000,RENT,4.0,EDUCATION,A,7000,0,0.12,false,4,5.79
23,37000,OWN,6.0,MEDICAL,A,1125,0,0.03,false,3,5.79
23,45000,RENT,4.0,EDUCATION,A,9000,0,0.2,false,3,5.99
23,18000,OWN,3.0,EDUCATION,A,4000,1,0.22,false,2,5.99
23,30000,RENT,3.0,PERSONAL,A,3600,0,0.12,false,2,5.99
23,60000,MORTGAGE,7.0,EDUCATION,A,12000,0,0.2,false,3,5.99
23,15600,RENT,1.0,VENTURE,A,4500,1,0.29,false,3,5.99
23,70572,MORTGAGE,8.0,EDUCATION,A,14500,0,0.21,false,3,5.99
23,69000,OWN,7.0,MEDICAL,A,9000,0,0.13,false,3,5.99
23,50004,MORTGAGE,7.0,EDUCATION,A,2700,0,0.05,false,2,5.99
23,80000,MORTGAGE,,PERSONAL,A,3000,0,0.04,false,3,5.99
23,66000,RENT,3.0,EDUCATION,A,3000,0,0.05,false,2,5.99
23,63000,MORTGAGE,7.0,MEDICAL,A,9700,0,0.15,false,4,5.99
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,0,0.06,false,3,5.99
23,144000,MORTGAGE,7.0,PERSONAL,A,10000,0,0.07,false,2,5.99
23,87000,MORTGAGE,7.0,EDUCATION,A,8000,0,0.09,false,4,5.99
23,28000,MORTGAGE,5.0,MEDICAL,A,2500,0,0.09,false,2,5.99
23,47000,MORTGAGE,1.0,VENTURE,A,6000,0,0.13,false,2,5.99
23,80000,OWN,7.0,VENTURE,A,4000,0,0.05,false,4,5.99
23,77000,OWN,3.0,VENTURE,A,3500,0,0.05,false,2,5.99
23,29000,RENT,1.0,VENTURE,A,6000,0,0.21,false,3,5.99
23,32000,MORTGAGE,4.0,EDUCATION,A,2000,0,0.06,false,2,5.99
23,23000,RENT,5.0,EDUCATION,A,2400,0,0.1,false,3,5.99
23,84000,RENT,7.0,DEBTCONSOLIDATION,A,10000,0,0.12,false,2,5.99
23,56000,MORTGAGE,4.0,VENTURE,A,6000,0,0.11,false,2,5.99
23,50000,MORTGAGE,5.0,VENTURE,A,3600,0,0.07,false,2,5.99
23,80000,MORTGAGE,3.0,EDUCATION,A,6000,0,0.07,false,4,5.99
23,55000,RENT,5.0,PERSONAL,A,3600,0,0.07,false,3,5.99
23,57000,MORTGAGE,7.0,PERSONAL,A,9250,0,0.16,false,4,5.99
23,50000,OWN,4.0,VENTURE,A,4800,0,0.1,false,3,5.99
23,52000,RENT,0.0,EDUCATION,A,3000,0,0.06,false,2,5.99
23,75638,RENT,2.0,PERSONAL,A,8000,0,0.11,false,4,5.99
23,15600,RENT,1.0,VENTURE,A,4500,1,0.29,false,4,5.99
23,50000,MORTGAGE,6.0,VENTURE,A,7000,0,0.14,false,3,5.99
23,75000,RENT,2.0,PERSONAL,B,7000,0,0.09,false,3,6.0
23,42000,MORTGAGE,8.0,MEDICAL,B,7600,0,0.18,false,2,6.0
23,90000,MORTGAGE,,PERSONAL,A,3000,0,0.03,false,4,6.03
23,27864,RENT,0.0,MEDICAL,A,4600,0,0.17,false,3,6.03
23,35000,RENT,5.0,DEBTCONSOLIDATION,A,7000,0,0.2,false,2,6.03
23,64000,MORTGAGE,7.0,EDUCATION,A,2100,0,0.03,false,2,6.03
23,85000,MORTGAGE,7.0,EDUCATION,A,14000,0,0.16,false,4,6.03
23,66000,MORTGAGE,7.0,VENTURE,A,15000,0,0.23,false,4,6.03
23,51000,MORTGAGE,7.0,VENTURE,A,10000,0,0.2,false,3,6.03
23,40000,RENT,2.0,EDUCATION,A,1000,0,0.03,false,2,6.03
23,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,0,0.08,false,2,6.03
23,75000,MORTGAGE,3.0,VENTURE,A,14400,0,0.19,false,4,6.03
23,143000,RENT,2.0,MEDICAL,A,16000,0,0.11,false,2,6.03
23,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1400,0,0.05,false,4,6.03
23,65000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7425,0,0.11,false,4,6.03
23,75000,RENT,1.0,PERSONAL,A,6000,0,0.08,false,4,6.03
23,56000,MORTGAGE,7.0,VENTURE,A,7200,0,0.13,false,2,6.03
23,25000,RENT,2.0,EDUCATION,A,8500,1,0.34,false,3,6.03
23,53724,MORTGAGE,7.0,EDUCATION,A,8600,0,0.16,false,3,6.03
23,32000,RENT,4.0,PERSONAL,A,10700,1,0.33,false,3,6.03
23,60000,OWN,2.0,MEDICAL,A,5000,0,0.08,false,3,6.03
23,100000,RENT,5.0,EDUCATION,A,5000,0,0.05,false,2,6.03
23,16800,RENT,7.0,EDUCATION,A,6625,1,0.39,false,3,6.03
23,67200,MORTGAGE,7.0,VENTURE,A,16000,0,0.24,false,2,6.03
23,124000,MORTGAGE,4.0,MEDICAL,A,16000,0,0.13,false,4,6.03
23,28000,RENT,0.0,EDUCATION,A,8700,1,0.31,false,2,6.03
23,117696,MORTGAGE,2.0,MEDICAL,A,15000,0,0.13,false,4,6.03
23,75000,RENT,2.0,DEBTCONSOLIDATION,A,3700,0,0.05,false,2,6.03
23,75000,MORTGAGE,7.0,PERSONAL,A,10200,0,0.14,false,2,6.03
23,117696,MORTGAGE,2.0,EDUCATION,A,15000,0,0.13,false,3,6.03
23,50000,MORTGAGE,7.0,EDUCATION,A,3000,0,0.06,false,4,6.03
23,124000,RENT,3.0,DEBTCONSOLIDATION,A,6800,0,0.05,false,2,6.03
23,85000,MORTGAGE,4.0,EDUCATION,A,3000,0,0.04,false,3,6.03
23,33000,RENT,1.0,EDUCATION,A,2000,0,0.06,false,4,6.03
23,30000,RENT,3.0,PERSONAL,A,14600,1,0.49,false,4,6.03
23,88000,MORTGAGE,7.0,VENTURE,A,12475,0,0.14,false,4,6.03
23,50000,MORTGAGE,3.0,EDUCATION,A,10000,0,0.2,false,4,6.03
23,60000,MORTGAGE,7.0,EDUCATION,A,10000,0,0.17,false,3,6.03
23,90000,MORTGAGE,5.0,PERSONAL,A,15000,0,0.17,false,3,6.03
23,85000,RENT,4.0,VENTURE,A,16000,0,0.19,false,3,6.03
23,70000,MORTGAGE,7.0,VENTURE,A,3500,0,0.05,false,3,6.03
23,57600,MORTGAGE,,DEBTCONSOLIDATION,A,10000,0,0.17,false,4,6.03
23,61000,RENT,3.0,PERSONAL,A,4200,0,0.07,false,4,6.03
23,85000,RENT,5.0,PERSONAL,A,13600,0,0.16,false,3,6.03
23,84554,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3600,0,0.04,false,2,6.03
23,60000,MORTGAGE,6.0,EDUCATION,A,1200,0,0.02,false,3,6.03
23,84000,MORTGAGE,7.0,EDUCATION,A,16000,0,0.19,false,2,6.03
23,86000,MORTGAGE,2.0,PERSONAL,A,15000,0,0.17,false,2,6.03
23,74000,RENT,7.0,HOMEIMPROVEMENT,A,7000,1,0.09,false,3,6.03
23,42000,OWN,5.0,VENTURE,A,6500,0,0.15,false,2,6.03
23,48000,RENT,3.0,PERSONAL,A,12000,0,0.25,false,2,6.03
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,0,0.12,false,3,6.03
23,75000,RENT,4.0,MEDICAL,A,12000,0,0.16,false,3,6.03
23,60000,RENT,4.0,MEDICAL,A,12000,0,0.2,false,3,6.03
23,75000,RENT,1.0,MEDICAL,A,6000,0,0.08,false,3,6.03
23,54000,MORTGAGE,7.0,MEDICAL,A,6000,0,0.11,false,4,6.03
23,75000,MORTGAGE,6.0,EDUCATION,A,5000,0,0.07,false,4,6.03
23,84000,RENT,,EDUCATION,A,15000,0,0.18,false,4,6.03
23,75000,MORTGAGE,7.0,VENTURE,A,10200,0,0.14,false,3,6.03
23,65000,MORTGAGE,7.0,EDUCATION,A,10500,0,0.16,false,4,6.03
23,94000,MORTGAGE,1.0,PERSONAL,A,13000,0,0.14,false,4,6.03
